archived_at,company,job_title,job_url,applied_at,source,archive_reason,notes
2026-07-21T22:48:15.127Z,NVIDIA,"Deep Learning Software Engineer, TensorRT Performance - New College Grad 2026",https://www.linkedin.com/jobs/view/deep-learning-software-engineer-tensorrt-performance-new-college-grad-2026-at-nvidia-4442243693,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-21T22:49:00.826Z,Abel.ai,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-abel-ai-4442250470,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-21T22:49:13.071Z,Traba,Software Engineer (AI Agents),https://www.linkedin.com/jobs/view/software-engineer-ai-agents-at-traba-4442081653,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-21T22:49:30.910Z,Goldman Sachs,"AI/ML Engineer, Global Banking & Markets, Front Office Technology",https://www.linkedin.com/jobs/view/ai-ml-engineer-global-banking-markets-front-office-technology-at-goldman-sachs-4373079780,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-21T22:49:36.624Z,Two Sigma,Quantitative Software Engineer: Generative AI,https://www.linkedin.com/jobs/view/quantitative-software-engineer-generative-ai-at-two-sigma-4199615720,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-21T22:49:38.650Z,Greptile via Jack & Jill,Generalist Engineer at Greptile,https://www.linkedin.com/jobs/view/generalist-engineer-at-greptile-at-jack-jill-4442067766,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-21T22:49:42.934Z,Pax,Software Engineer (Early Career),https://www.linkedin.com/jobs/view/software-engineer-early-career-at-basis-set-4442467762,,LinkedIn Jobs guest search; Basis Set portfolio listing,Archived from dashboard,Manual dashboard archive write-back.
2026-07-21T22:51:09Z,Katalyst Space Technologies,Software Engineer 1 - Model and Simulation,https://job-boards.greenhouse.io/katalyst/jobs/6115352004?utm_source=Simplify&ref=Simplify,,Simplify Jobs,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Varsity Brands,Software Engineer 1,https://careers.varsitybrands.com/global/en/job/JR114172?utm_source=Simplify&ref=Simplify,,Simplify Jobs,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,DoorDash,Software Engineer 1,https://job-boards.greenhouse.io/doordashusa/jobs/7263610?utm_source=Simplify&ref=Simplify,,Simplify Jobs,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,WhatNot,Software Engineer New Grad,https://jobs.ashbyhq.com/whatnot/bc8f8c7f-2c4c-4f43-a238-953568c101b8/application?utm_source=Simplify&ref=Simplify,,Simplify Jobs,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Akuna Capital University,Entry Level Software Engineer - C++,https://www.akunacapital.com/careers/job/8013085/?gh_jid=8013085&utm_source=Simplify&ref=Simplify,,Simplify Jobs,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Faros AI,Software Engineer New Grad,https://jobs.ashbyhq.com/faros-ai/622e1f1e-4a39-4e7c-8526-1189ca588066/application?embed=true&utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Nuro,Software Engineer New Grad - Performance,https://nuro.ai/careersitem?gh_jid=8064655&utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,InstaLILY,Software Engineer 1 - General,https://job-boards.greenhouse.io/instalilyai/jobs/4271757009?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Esri,Software Development Engineer 1 - Agentic AI - ArcGIS Enterprise,https://www.esri.com/careers/5186832007?gh_jid=5186832007&utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Salesforce,Software Engineering AMTS (College Grad),https://www.linkedin.com/jobs/view/software-engineering-amts-college-grad-at-salesforce-4393219831,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Intel,AI Software Solutions Engineer,https://www.linkedin.com/jobs/view/ai-software-solutions-engineer-at-intel-4440265397,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Amia.ai,Junior AI Engineer,https://www.linkedin.com/jobs/view/junior-ai-engineer-at-amia-ai-4438278878,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,AppLovin,Associate Product Manager,https://www.linkedin.com/jobs/view/associate-product-manager-at-applovin-4422492400,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Siemens,Agentic AI Engineer,https://www.linkedin.com/jobs/view/agentic-ai-engineer-at-siemens-4440229995,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Remitly,Software Development Engineer II - Scout,https://builtin.com/job/software-development-engineer/10011508,,Built In entry-level jobs,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Micron Technology,"New College Grad - Computer Engineer, Engineering Automation",https://builtin.com/job/new-college-grad-computer-engineer-engineering-automation/10152030,,Built In entry-level jobs,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,ServiceNow,"Software Engineer, Agentic AI Systems - Moveworks",https://builtin.com/job/software-engineer-agentic-ai-systems-moveworks/9542151,,Built In entry-level jobs,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,WHOOP,Android Engineer I - Growth Healthcare,https://builtin.com/job/android-engineer-i-growth-healthcare/7343217,,Built In entry-level jobs,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Scrunch,Product Engineer,https://builtin.com/job/product-engineer/8909776,,Built In product entry-level jobs,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,FOX,Machine Learning Engineer 1,https://fox.wd1.myworkdayjobs.com/Domestic/job/New-York-New-York-USA/Machine-Learning-Engineer-I_R50033083?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Kustomer,Software Engineer - Early Career - Full Stack,https://jobs.ashbyhq.com/kustomer/4037272a-7fd3-4040-906b-47fde875a817/application?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Pylon,Software Engineer New Grad,https://jobs.ashbyhq.com/pylon-labs/38814ce7-217b-40f2-9ba5-8a7733a5691d/application?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Quora,Machine Learning Engineer New Grad,https://jobs.ashbyhq.com/quora/3eb7e80e-6a0d-41b6-8ee4-f62421c486e4/application?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Cadence Design Systems,Software Engineer New Grad - Undergrads,https://cadence.wd1.myworkdayjobs.com/University_Talent_NCG/job/Burlington-MA/Software-Engineer--New-College-Grad-2026--Undergrads-_R54894-3?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,NVIDIA,Compiler Engineer AI Inference New Grad,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Compiler-Engineer--AI-Inference--New-College-Grad-2026_JR2021230?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Boeing,Entry-Level Software Engineer-Developer,https://builtin.com/job/entry-level-software-engineer-developer/9658464,,Built In entry-level jobs,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Twitch,"Software Engineer I, Discovery",https://www.linkedin.com/jobs/view/software-engineer-i-discovery-at-twitch-4439959402,,LinkedIn Jobs guest search; Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,RTX,Conversion Software Engineer 1,https://globalhr.wd5.myworkdayjobs.com/fr-CA/Private_Posting_No_TMP/job/US-TX-RICHARDSON-C17--1717-Cityline-Dr--CITYLINE-C17/XMLNAME-2027-Conversion-Software-Engineer-I--Onsite-_01858534?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Morningstar,Associate AI Engineer,https://www.linkedin.com/jobs/view/associate-ai-engineer-at-morningstar-4441241333,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Lightfield,Software Engineer New Grad - Applied AI,https://jobs.ashbyhq.com/Lightfield/fc93a467-773d-4805-b342-bf470950732d/application?embed=true&utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Cybernetic Labs,Software Engineer New Grad - Agent Platform,https://jobs.ashbyhq.com/netic/d9bcb6a2-0e54-4cb3-baec-43f2d74db18f/application?embed=true&utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Cybernetic Labs,Full-Stack Software Engineer New Grad - Product,https://jobs.ashbyhq.com/netic/bab5d1e5-e31b-42f0-9cef-334b1f17fed3/application?embed=true&utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Gen Digital,AI & Machine Learning Engineer 1,https://jobs.ashbyhq.com/gen-digital/b3ab78c4-af7c-4a95-9bbb-f6264e0c3adf/application?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Pinterest,"Software Engineer I, Backend",https://www.linkedin.com/jobs/view/software-engineer-i-backend-at-pinterest-4423002169,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,"InterScripts, Inc.",Software Engineer I (Full Stack) - Immediate Joiners,https://www.linkedin.com/jobs/view/software-engineer-i-full-stack-%E2%80%93-immediate-joiners-at-interscripts-inc-4438741012,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,RTX,Software Engineer 1,https://globalhr.wd5.myworkdayjobs.com/fr-CA/Private_Posting_No_TMP/job/US-TX-MCKINNEY-513WD--2501-W-University-Dr--WING-D-BLDG/XMLNAME-2026-Raytheon-Full-Time---Software-Engineer-I---McKinney--TX--Onsite-_01853473-1?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Northslope Technologies,Forward Deployed Software Engineer New Grad,https://jobs.ashbyhq.com/northslope-technologies/80b82167-7101-4f78-9006-7755dd2ca01e/application?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Aledade,Senior Software Engineer 1 - Data & Insights Engineering,https://jobs.lever.co/aledade/3eafe371-4bee-492f-af5c-fd2e3f71b8da/apply?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Wyetech,Software Engineer 1,https://jobs.lever.co/wyetechllc/b464498e-c95f-4f95-89ad-72d4ab61ab7e/apply?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,action.,"Software Engineer, New Grad (AI)",https://www.linkedin.com/jobs/view/software-engineer-new-grad-ai-at-action-4441409937,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Pat Kelly Engineering,"Software Engineer, New Grad (AI)",https://www.linkedin.com/jobs/view/software-engineer-new-grad-ai-at-pat-kelly-engineering-4440624903,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,SentiLink,"Data Scientist, New Grad",https://www.linkedin.com/jobs/view/data-scientist-new-grad-at-sentilink-4404995783,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,NVIDIA,AI Inference Performance Engineer - New College Grad 2026,https://www.linkedin.com/jobs/view/ai-inference-performance-engineer-new-college-grad-2026-at-nvidia-4424327361,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Sony Interactive Entertainment,Software Engineer I,https://www.linkedin.com/jobs/view/software-engineer-i-at-sony-interactive-entertainment-4438791117,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Stealth Startup,Applied AI Engineer [33331],https://www.linkedin.com/jobs/view/applied-ai-engineer-33331-at-stealth-startup-4439215505,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Acrisure,Software Engineer I,https://www.linkedin.com/jobs/view/software-engineer-i-at-acrisure-4441946844,,Simplify Jobs public new-grad feed; LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Esri,Software Engineer I - Front-End Engineer for ArcGIS Enterprise,https://www.linkedin.com/jobs/view/software-engineer-i-front-end-engineer-for-arcgis-enterprise-at-esri-4442164645,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Venture Up,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-venture-up-4441984956,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Everpure,Software Engineer Grad,https://www.linkedin.com/jobs/view/software-engineer-grad-at-everpure-4414775942,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,CoreWeave,"Software Engineer, Inference AI/ML",https://www.linkedin.com/jobs/view/software-engineer-inference-ai-ml-at-coreweave-4347121472,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Arizent,Data & AI Engineer,https://www.linkedin.com/jobs/view/data-ai-engineer-at-arizent-4442145436,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,NVIDIA,"System Software Engineer, Dynamo-Triton Inference Server - New College Grad 2026",https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/System-Software-Engineer--Dynamo-Triton-Inference-Server---New-College-Grad-2026_JR2020767?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Workday posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,NVIDIA,Backend Compiler Engineer - New College Grad 2026,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Backend-Compiler-Engineer---New-College-Grad-2026_JR2021242?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Workday posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,SimpliSafe,Software Engineer I - Video Platform,https://job-boards.greenhouse.io/simplisafe/jobs/8049510?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Greenhouse posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,SimpliSafe,Software Engineer I - Device Control,https://job-boards.greenhouse.io/simplisafe/jobs/8049515?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Greenhouse posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,RoadRunner Recycling Inc.,Software Engineer I - Full-Stack,https://job-boards.greenhouse.io/roadrunner/jobs/4307451009?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Greenhouse posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,StubHub,Software Engineer I - Core Platform - Streaming & Storage,https://job-boards.eu.greenhouse.io/stubhubinc/jobs/4906492101?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Greenhouse posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,StubHub,Software Engineer I - Core Compute Platform,https://job-boards.eu.greenhouse.io/stubhubinc/jobs/4921819101?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Greenhouse posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Cerebras Systems,Software Engineer - New Grad 2026,https://jobs.ashbyhq.com/cerebras/99c289fa-8fc6-49f7-b7e8-78ac4e9d99ac/application?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Ashby posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Notion,"Software Engineer, Early Career",https://jobs.ashbyhq.com/notion/297b4ece-765f-4eea-b1b8-46057cb6501f/application?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Ashby posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Notion,"Software Engineer, Early Career (AI)",https://jobs.ashbyhq.com/notion/85947779-6b87-466a-98bc-30a640448c28/application?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Ashby posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Brivo,"Software Engineer, Early Career - AI Platform",https://www.linkedin.com/jobs/view/software-engineer-early-career-ai-platform-at-brivo-4439267809,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Showpad,Junior Software Engineer,https://www.linkedin.com/jobs/view/junior-software-engineer-at-showpad-4432812870,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Bot Auto,"Software Engineer, Operation Platforms",https://www.linkedin.com/jobs/view/software-engineer-operation-platforms-at-bot-auto-4424140540,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Confido,New Grad Software Engineer,https://jobs.ashbyhq.com/confido/69c0e572-b2f4-442f-beb8-1240155c629e/application?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Ashby posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,"Cylake, Inc.",Software Engineer (2027 University Grad),https://jobs.ashbyhq.com/cylake-inc/1d1ac42e-299c-42af-bd7c-b8c5fb07f735/application?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Ashby posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Bot Auto,"Machine Learning/Deep Learning Engineer (PhD, New Grad)",https://job-boards.greenhouse.io/botauto/jobs/5290395008?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Greenhouse posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Cerebras Systems,CoDesign & NextGen - New College Grad,https://jobs.ashbyhq.com/cerebras/987d7f64-c957-4c8f-b89d-2f9d64738507/application?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Ashby posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Esri,Software Engineer I - Front-End Engineer for ArcGIS Enterprise,https://www.esri.com/careers/5190253007?gh_jid=5190253007&utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Esri posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,NVIDIA,"Systems Software Engineer, Accelerated Kubernetes Performance and Scale - New College Grad 2026",https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Systems-Software-Engineer--Accelerated-Kubernetes-Performance-and-Scale---New-College-Grad-2026_JR2020957?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Workday posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Microsoft,Software Engineer,https://www.linkedin.com/jobs/view/software-engineer-at-microsoft-4441984253,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,IXL Learning,Software Engineer New Grad,https://www.ixl.com/company/jobs?gh_jid=8615710002&utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct IXL posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Travelers,Software Engineer I (AI Driven),https://travelers.wd5.myworkdayjobs.com/External/job/CT---Hartford/Software-Engineer-I--AI-Driven-_R-51215?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Workday posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,PointOne,New Grad Software Engineer,https://jobs.ashbyhq.com/PointOne/1e312db8-6d18-4d07-af99-ed3ba165e7d9/application?utm_source=Simplify&ref=Simplify,,Simplify Jobs public new-grad feed; direct Ashby posting,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,StubHub,Software Engineer I - Open Distribution (New Grad),https://www.linkedin.com/jobs/view/software-engineer-i-open-distribution-new-grad-at-stubhub-4434020203,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Notion,"Software Engineer, New Grad",https://www.linkedin.com/jobs/view/software-engineer-new-grad-at-notion-4406118990,,LinkedIn Jobs guest search; direct Ashby source-of-truth review,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Fluidstack,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-fluidstack-4441387199,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Adobe,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-adobe-4424515356,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Goliath Partners,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-goliath-partners-4442171095,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,Twitch,"Software Engineer, Memberships I",https://www.linkedin.com/jobs/view/software-engineer-memberships-i-at-twitch-4433285415,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
2026-07-21T22:51:09Z,S&C Electric Company,Software Engineer I,https://www.linkedin.com/jobs/view/software-engineer-i-at-s-c-electric-company-4442178825,,LinkedIn Jobs guest search,Posted before 2026-07-21 cutoff,Bulk archived from dashboard request.
