archived_at,company,job_title,job_url,applied_at,source,archive_reason,notes
2026-07-28T19:39:31.710Z,Barry-Wehmiller,Entry Level Software Engineer,https://barrywehmiller.wd1.myworkdayjobs.com/BWConfidential/job/Denver-CO/Entry-Level-Software-Engineer_R022282?utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct Workday posting,Archived from dashboard,Manual dashboard archive write-back.
2026-07-28T20:30:00.520Z,RunSybil,Software Engineer I,https://jobs.ashbyhq.com/runsybil-jobs/fd733ce7-7892-4019-9f6d-b6a75ba2aa59/application?embed=true&utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct Ashby posting,Archived from dashboard,Manual dashboard archive write-back.
2026-07-28T20:30:01.275Z,The Trade Desk,Software Engineer I,https://job-boards.greenhouse.io/thetradedesk/jobs/5196864007?utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct Greenhouse posting,Archived from dashboard,Manual dashboard archive write-back.
2026-07-28T20:31:09.020Z,NewsBreak,"Applied AI Engineer, Advertising Agents (New Grad)",https://www.linkedin.com/jobs/view/applied-ai-engineer-advertising-agents-new-grad-at-newsbreak-4442896750,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-28T20:31:27.319Z,Color,Software Engineer New Grad,https://jobs.ashbyhq.com/color-health/41fa6f16-b2f2-46c6-bdb4-9aae3b9b5b96/application?embed=true&utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; public LinkedIn detail page; direct Ashby posting,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:16:06.292Z,Nooks,"Software Engineer, New Grad",https://www.linkedin.com/jobs/view/software-engineer-new-grad-at-nooks-4446745306,,Simplify/Coder Quad new-grad feed; LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:16:23.762Z,Baseten,Applied AI Inference Engineer,https://www.linkedin.com/jobs/view/applied-ai-inference-engineer-at-baseten-4404862348,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:17:09.278Z,Halliburton,Software Engineer - Early Career - Landmark,https://www.linkedin.com/jobs/view/software-engineer-early-career-landmark-at-halliburton-4446905172,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:19:15.284Z,TENEX.AI,Software Engineer,https://www.linkedin.com/jobs/view/software-engineer-at-tenex-ai-4315979563,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:21:15.091Z,NexHealth,Software Engineer I,https://www.linkedin.com/jobs/view/software-engineer-at-nexhealth-4424122637,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:21:24.197Z,KLA,AI engineer,https://www.linkedin.com/jobs/view/ai-engineer-at-kla-4444183331,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:21:38.528Z,Helic & Co,Junior Software Engineer,https://www.linkedin.com/jobs/view/junior-software-engineer-at-helic-co-4447008407,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:21:52.078Z,Nuro,"Software Engineer, AI Platform - New Grad",https://www.linkedin.com/jobs/view/software-engineer-ai-platform-new-grad-at-nuro-4317707969,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:21:59.325Z,Remitly,"Fullstack Software Development Engineer I, Card",https://www.linkedin.com/jobs/view/fullstack-software-development-engineer-i-card-at-remitly-4446879000,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:22:03.312Z,Plaid,"Software Engineer, Backend",https://www.linkedin.com/jobs/view/software-engineer-backend-at-plaid-4410265188,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:22:09.320Z,Lassie,"Software Engineer, Platform",https://www.linkedin.com/jobs/view/software-engineer-platform-at-lassie-4444149956,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:22:27.832Z,Waymo,"Software Engineer, ML Tools",https://www.linkedin.com/jobs/view/software-engineer-ml-tools-at-waymo-4436871046,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:22:36.070Z,Jobright.ai,"Machine Learning Engineer, New Grad",https://www.linkedin.com/jobs/view/machine-learning-engineer-new-grad-at-jobright-ai-4444167882,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:22:38.552Z,"X, The Moonshot Factory","Full-Stack Software Engineer, Specialized Professional Intelligence",https://www.linkedin.com/jobs/view/full-stack-software-engineer-specialized-professional-intelligence-at-x-the-moonshot-factory-4417859665,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:22:54.874Z,Skild AI,Full Stack Developer,https://www.linkedin.com/jobs/view/full-stack-developer-at-skild-ai-4377965112,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:22:56.878Z,NewsBreak,"Machine Learning Engineer, Local Search & Marketplace",https://www.linkedin.com/jobs/view/machine-learning-engineer-local-search-marketplace-at-newsbreak-4441099086,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-07-30T19:25:10.260Z,Man Group,Software Engineer,https://www.linkedin.com/jobs/view/software-engineer-at-man-group-4437452487,,LinkedIn Jobs guest search; public LinkedIn detail page,Archived from dashboard,Manual dashboard archive write-back.
2026-08-03T22:33:26.316Z,Texas Sports Academy,Junior AI Software Engineer,https://apply.workable.com/texas-sports-academy-main/j/CC2A1186D4/apply?utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct Workable posting,Archived from dashboard,Manual dashboard archive write-back.
2026-08-03T22:33:30.645Z,TikTok,Machine Learning Engineer Graduate (TikTok Recommendation) - 2027 Start,https://lifeattiktok.com/search/7663389745178757429?utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct TikTok posting,Archived from dashboard,Manual dashboard archive write-back.
2026-08-03T22:35:27.749Z,Lightfield,"Software Engineer, Infrastructure (Early Career)",https://jobs.ashbyhq.com/Lightfield/9a7ef2f9-577a-4242-b884-719e3cdf4420/application?embed=true&utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct Ashby posting,Archived from dashboard,Manual dashboard archive write-back.
2026-08-04T00:23:53.059Z,ByteDance,Software Engineer Graduate (Traffic Infrastructure) - 2027 Start,https://jobs.bytedance.com/en/position/7665849950984194309/detail?utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct ByteDance posting,Archived from dashboard,Manual dashboard archive write-back.
2026-08-04T04:36:24.740Z,ByteDance,Software Engineer Graduate (AI Infrastructure-Compute Efficiency & Scheduling) - 2027 Start,https://jobs.bytedance.com/en/position/7668799020705679669/detail?utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct ByteDance posting,Archived from dashboard,Manual dashboard archive write-back.
2026-08-04T04:58:46.523Z,TikTok,Machine Learning Engineer Graduate (Data-Global E-Commerce-Search) - 2027 Start,https://lifeattiktok.com/search/7668390999147776309?utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct TikTok posting,Archived from dashboard,Manual dashboard archive write-back.
2026-08-04T04:58:49.789Z,ByteDance,Software Engineer Graduate (AI Infra Compute) - 2027 Start,https://jobs.bytedance.com/en/position/7667303429264115973/detail?utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct ByteDance posting,Archived from dashboard,Manual dashboard archive write-back.
2026-08-04T04:58:52.791Z,ByteDance,Backend and Infra Software Engineer Graduate (Dev Infra US) - 2027 Start,https://jobs.bytedance.com/en/position/7667894766036322565/detail?utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct ByteDance posting,Archived from dashboard,Manual dashboard archive write-back.
2026-08-04T05:05:24.719Z,TikTok,Backend Software Engineer Graduate (Emerging Products & AI Safety) - 2027 Start,https://lifeattiktok.com/search/7663036952090347829?utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct TikTok posting,Archived from dashboard,Manual dashboard archive write-back.
2026-08-04T05:20:21.327Z,Samsara,Software Engineer 1 New Grad,https://www.samsara.com/company/careers/roles/8097343?gh_jid=8097343&utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct Samsara posting,Archived from dashboard,Manual dashboard archive write-back.
2026-08-04T20:24:39.833Z,EAi Technologies,Entry Level .NET Software Developer,https://eaiti.applytojob.com/apply/9RStfnAuq4/Entry-Level-NET-Software-Developer?utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct ApplyToJob posting,Archived from dashboard,Manual dashboard archive write-back.
2026-08-04T20:24:40.862Z,Garmin,Embedded Software Engineer 1,https://careers.garmin.com/jobs/18602?icims=1&utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct Garmin posting,Archived from dashboard,Manual dashboard archive write-back.
2026-08-04T20:24:44.657Z,EAi Technologies,Entry Level Software Developer,https://eaiti.applytojob.com/apply/Y16NUsHVnd/Entry-Level-Software-Developer?utm_source=Simplify&ref=Simplify,,Simplify/Coder Quad new-grad feed; direct ApplyToJob posting,Archived from dashboard,Manual dashboard archive write-back.
